slno,refno,text,en_dmt,ta_gmt
1232,130-stories_127-130fp_32,अर्जुनः कृष्णं किं पृष्टवान्?,What did Arjuna ask Kṛṣṇa?,அர்ஜுனன் கிருஷ்ணனிடம் என்ன கேட்டான்?
1233,130-stories_127-130fp_33,कृष्णस्य तदा उत्तरं किम् आसीत्?,"Then, what was Kṛṣṇa's reply?","பிறகு, கிருஷ்ணரின் பதில் என்ன?"
1234,130-stories_127-130fp_34,अर्जुनाय कृष्णः किं दत्तवान्?,What did Kṛṣṇa give to Arjuna?,கிருஷ்ணர் அர்ஜுனனுக்கு என்ன கொடுத்தார்?
1235,130-stories_127-130fp_35,अर्जुनः महात्मानं किम् अयाचत?,What did Arjuna request of the great-souled one?,அர்ஜுனன் பெரிய ஆன்மாவிடம் என்ன கேட்டான்?
1236,130-stories_127-130fp_36,महात्मा अर्जुनं किं कर्तुम् अकथयत्?,What did the great soul (mahātmā) say to Arjuna to do?,மகாத்மா (மகாத்மா) அர்ஜுனனிடம் என்ன செய்யச் சொன்னார்?
1237,130-stories_36-130fp_16,प्रत्युत्पन्नमतिकथनचमत्कारः,The marvel of eloquence that arises in the present moment.,தற்போதைய தருணத்தில் எழும் சொல்லாட்சியின் அற்புதம்.
1238,130-stories_36-130fp_17,"प्रत्युत्पन्नमतेरुक्तिः, कं चमत्कुरुते नहि?। स पाषाणो जडो ज्ञेयो, योऽनया न प्रभावितः॥","The utterance of one with ready wit, whom does it not delight? That stone should be known as inert, which is not moved by this.","ஆயத்த புத்தி கொண்ட ஒருவரின் கூற்று, யாரை மகிழ்விப்பதில்லை? இதனால் அசையாத அந்த கல்லை ஜடமாக அறிய வேண்டும்."
1239,130-stories_36-130fp_18,एकदा ईश्वरचन्द्रविद्यासागरः यात्रार्थं वसयानम् आरूढः।,"Once, Īśvaracandra Vidyāsāgara boarded a bus for a journey.","ஒருமுறை, ஈஸ்வரசந்திர வித்யாசாகர் ஒரு பயணத்திற்காக பேருந்தில் ஏறினார்."
1240,130-stories_36-130fp_18,तत्र सर्वाणि उपवेशनस्थानानि पूर्णानि आसन्।,"There, all the seats were full.",அங்கு அனைத்து இருக்கைகளும் நிரம்பியிருந்தன.
1241,130-stories_36-130fp_18,किन्तु एकत्र यात्रित्रयस्य उपवेशनस्थानं विदेशिदम्पती अवरोध्य उपविष्टौ आस्ताम्।,"However, a foreign couple, blocking the seating area for three travelers, sat down together.","ஆனால், மூன்று பயணிகள் அமரும் இடத்தை அடைத்துவிட்டு, ஒரு வெளிநாட்டு தம்பதி ஒன்றாக அமர்ந்தனர்."
1242,130-stories_36-130fp_18,श्रीविद्यासागरः तौ स्वस्मै स्थानं दातुं विनम्रतया अकथयत्।,Śrī Vidyāsāgara humbly requested them to give him a place.,ஸ்ரீ வித்யாசாகர் அவர்களுக்கு இடம் தருமாறு பணிவுடன் கேட்டுக் கொண்டார்.
1243,130-stories_36-130fp_18,किन्तु तौ ध्यानं नैव दत्तवन्तौ।,But they did not pay attention.,ஆனால் அவர்கள் கவனம் செலுத்தவில்லை.
1244,130-stories_36-130fp_18,किञ्चित्कालानन्तरं पुनरपि सः अकथयत्।,"After some time, he spoke again.",சிறிது நேரம் கழித்து மீண்டும் பேசினார்.
1245,130-stories_36-130fp_18,परम् अधुना अपि तौ तत्कथनम् उपेक्षितवन्तौ।,"But even now, they both neglected that account.",ஆனால் இப்போதும் அந்த கணக்கை இருவரும் புறக்கணித்தனர்.
1246,130-stories_36-130fp_18,कदाचित् इमौ मां भारतीयं मत्वा अपमानयतः',"Perhaps these two, thinking I am an Indian, will insult me.'",ஒருவேளை இவர்கள் இருவரும் என்னை இந்தியன் என்று நினைத்து என்னை அவமானப்படுத்துவார்கள்.'
1247,130-stories_36-130fp_18,अनया भावनया अभिभूतः सः बलात् तयोः द्वयोः मध्ये उपविष्टः।,"Overwhelmed by this feeling, he forcefully sat down between the two of them.","இந்த உணர்வில் மூழ்கியவன், வலுக்கட்டாயமாக இருவருக்குள்ளும் அமர்ந்தான்."
1248,130-stories_36-130fp_18,तं तथा उपविष्टं दृष्ट्वा तयोः एकः स्वभाषां  मूर्खम् अन्यः च आशिष्टम् उक्त्वा आक्षिपत्।,"Having seen him seated thus, one of the two, calling the other a fool in his own language, rebuked the well-mannered one.","அவர் அமர்ந்திருப்பதைக் கண்ட இருவரில் ஒருவர், மற்றவரைத் தன் மொழியில் முட்டாள் என்று சொல்லி, நன்னடத்தையைக் கண்டித்தார்."
1249,130-stories_36-130fp_18,"श्रीविद्यासागरः किञ्चित् स्मयमानः तौ निवारयन् अवदत् -""अलम् अलम्, अहं तथा न, अहं तु द्वयोः मध्ये तिष्ठामि।""","Śrī Vidyāsāgara, smiling slightly, preventing them, said: ""Enough, enough, I am not like that, but I stand between the two of you.""","ஸ்ரீ வித்யாசாகர், லேசாக சிரித்து, அவர்களைத் தடுத்து, ""போதும், போதும், நான் அப்படி இல்லை, ஆனால் உங்கள் இருவருக்கும் நடுவில் நிற்கிறேன்"" என்றார்."
1250,130-stories_36-130fp_18,तस्य इदं कथनं श्रुत्वा अन्यशेषयात्रिणाम् अट्टहासः आकाशमण्डलं सुचिरम् अगुञ्जयत् इति।,"Having heard this statement of his, the loud laughter of the remaining travelers echoed in the expanse of the sky for a long time.","அவருடைய இந்தக் கூற்றைக் கேட்டதும், எஞ்சியிருந்த பயணிகளின் உரத்த சிரிப்பு நீண்ட நேரம் வானத்தின் பரப்பில் எதிரொலித்தது."
1251,130-stories_36-130fp_21,ईश्वरचन्द्रविद्यासागराय वसयाने उपवेष्टुं स्थाने किं न मिलितम्?,Was there no place available for Īśvaracandra Vidyāsāgara to sit in the carriage?,ஈஸ்வரசந்திர வித்யாசாகரை வண்டியில் உட்கார இடம் கிடைக்கவில்லையா?
1252,130-stories_36-130fp_22,स्थानप्राप्त्यै सः किम् अकरोत्?,What did he do to obtain a position/status/place (sthāna)?,பதவி/நிலை/இடத்தை (ஸ்தானம்) பெற அவர் என்ன செய்தார்?
1253,130-stories_36-130fp_23,तदा विदेशिदम्पती तं किम् अकथयताम्?,Then what did the foreign couple say to him?,அப்போது வெளிநாட்டு தம்பதி அவரிடம் என்ன சொன்னார்கள்?
1254,130-stories_36-130fp_24,विद्यासागरः तौ किम् उदतरत्?,What did Vidyāsāgara lift them with?,வித்யாசாகர் அவர்களை என்ன கொண்டு சென்றார்?
1255,130-stories_36-130fp_25,विद्यासागरस्य उत्तरेण अन्ययात्रिणां का प्रतिक्रिया अभवत्?,What was the reaction of the other travelers to Vidyāsāgara's reply?,வித்யாசாகரின் பதிலுக்கு மற்ற பயணிகளின் எதிர்வினை என்ன?
1256,130-stories_85-130fp_16,आचार्योपासनया विद्या,Knowledge [is acquired] through service to the teacher.,ஆசிரியருக்கு சேவை செய்வதன் மூலம் அறிவு [பெறப்படுகிறது].
1257,130-stories_85-130fp_17,"केवलं तपसा विद्या, नैव लभ्या कदाचन। आचार्यं समुपास्यैव, लभ्यते सा सदैव हि॥","Learning and asceticism alone are never enough. By attending to the teacher, it is always obtained.","கற்றலும் சன்யாசமும் மட்டும் போதாது. ஆசிரியரிடம் கலந்துகொள்வதன் மூலம், அது எப்போதும் பெறப்படுகிறது."
1258,130-stories_85-130fp_18,भरद्वाजपुत्रः यवक्रीतः महतीं घोरतपस्यां कृतवान्।,"Bharadvāja's son, Yavakrīta, performed a great and terrible penance.",பரத்வாஜரின் மகன் யவக்ரீதன் ஒரு பயங்கரமான தவம் செய்தான்.
1259,130-stories_85-130fp_18,तेन इन्द्रः प्रकटः भूत्वा तं तपस्याकारणं पृष्टवान्।,"Then, Indra, having become visible, asked him the reason for his asceticism.","பின்னர், இந்திரன், கண்ணுக்குத் தெரிந்தவுடன், அவனது துறவறத்திற்கான காரணத்தைக் கேட்டான்."
1260,130-stories_85-130fp_18,"यवक्रीतः अकथयत् - ""अहं महान् अद्वितीयः विद्वान् भवितुम् इच्छामि। अतः तपस्याम् इमाम् आचरामि।""","Yavakrīta said: ""I wish to become a great, unparalleled scholar. Therefore, I am undertaking this ascetic practice.""","யவக்ரீதர் கூறினார்: ""நான் ஒரு சிறந்த, இணையற்ற அறிஞனாக ஆக விரும்புகிறேன். எனவே, நான் இந்த துறவறப் பயிற்சியை மேற்கொள்கிறேன்."""
1261,130-stories_85-130fp_18,"इन्द्रः बोधितवान् - ""एवं विद्यालाभः असम्भवः। आचार्यम् उपास्व। तेन ते मनोरथः सेत्स्यति।""","Indra instructed: ""Thus, the attainment of knowledge is impossible. Attend upon a teacher (ācāryam). By that, your desire will be fulfilled.""","இந்திரன் அறிவுறுத்தினான்: ""இதனால், அறிவை அடைவது சாத்தியமற்றது. ஒரு ஆசிரியரிடம் (ஆச்சார்யம்) கலந்துகொள். அதன் மூலம், உங்கள் ஆசை நிறைவேறும்."""
1262,130-stories_85-130fp_18,एवम् उपदिश्य सः अन्तर्हितः  अजायत।,"Having thus instructed, he disappeared.",இவ்வாறு அறிவுறுத்தி மறைந்தார்.
1263,130-stories_85-130fp_19,यवक्रीतः पुनरपि तपस्यातः विरतः न अभवत्।,Yavakrīta again did not desist from ascetic practice.,யவக்ரீதன் மீண்டும் சந்நியாசம் செய்வதிலிருந்து விலகவில்லை.
1264,130-stories_85-130fp_19,तस्य इमं हठं त्याजयितुम् इन्द्रः वृद्धः ब्राह्मणः भूत्वा यवक्रीतस्य पार्श्वे एव यत्र गङ्गा वहति स्म - तटे आगत्य उपविष्टः।,"To make him give up this stubbornness, Indra, having become an old brāhmaṇa, came and sat down on the bank near Yavakrīta, right where the Ganges was flowing.","இந்த பிடிவாதத்தை விட்டுவிட, இந்திரன் ஒரு வயதான பிராமணனாக மாறி, கங்கை பாயும் இடமான யவகிரீடத்தின் அருகே உள்ள கரையில் வந்து அமர்ந்தான்."
1265,130-stories_85-130fp_19,यवक्रीतः दृष्टवान् यत् सः मुष्टौ मृत्तिकाम् आदाय वारं वारं गङ्गायां निपातयति।,Yavakrīta saw that he was taking handfuls of clay and repeatedly throwing them into the Ganges.,அவன் கைநிறைய களிமண்ணை எடுத்து மீண்டும் மீண்டும் கங்கையில் வீசுவதை யவக்ரீதன் கண்டான்.
1266,130-stories_85-130fp_19,"विस्मितः सः तम् एतस्य कारणम् अपृच्छत् - ""भवान् इदं किं करोति?""","Astonished, he asked him the reason for this: ""What are you doing?""","ஆச்சரியமடைந்த அவர், இதற்கான காரணத்தை அவரிடம் கேட்டார்: ""நீங்கள் என்ன செய்கிறீர்கள்?"""
1267,130-stories_85-130fp_19,"वृद्धः उदतरत् - ""अहं पारेगङ्गं गन्तुं सेतुं निर्मामि।""","The old man replied: ""I will build a bridge to go beyond the Ganges.""","முதியவர் பதிலளித்தார்: ""கங்கைக்கு அப்பால் செல்ல நான் ஒரு பாலம் கட்டுவேன்."""
1268,130-stories_85-130fp_19,"यवक्रीतः  तम् उच्चैः उपहसन् उक्तवान् ""असम्भवम् सर्वथा असम्भवम्। वहति जले कथं मृत्तिकया सेतुबन्धः?""","Yavakrīta, laughing loudly at him, said, ""Impossible, utterly impossible! How can a bridge be built with clay in the water?""","யவக்ரீதன் அவனைப் பார்த்து உரக்கச் சிரித்தான், ""அசாத்தியம், முற்றிலும் சாத்தியமற்றது! தண்ணீரில் களிமண்ணைக் கொண்டு எப்படிப் பாலம் கட்ட முடியும்?"""
1269,130-stories_85-130fp_19,"वृद्धः अपि स्वरूपं धृत्वा पुनः उपदिष्टवान् - ""तपस्यया अपि विद्याप्राप्तिः न सम्भवा। अहं तव सहायतां करिष्यामि। प्रथमम् आचार्यात् विद्याभ्यासं कुरुष्व""","The old man, even having assumed his own form, again instructed, ""Even through asceticism, the attainment of knowledge is not possible. I will help you. First, study with a teacher.""","முதியவர், தன் சொந்த வடிவத்தை ஏற்று, மீண்டும் அறிவுறுத்தினார், ""துறவினால் கூட, அறிவைப் பெறுவது சாத்தியமில்லை, நான் உங்களுக்கு உதவுகிறேன், முதலில், ஒரு ஆசிரியரிடம் படிக்கவும்."""
1270,130-stories_85-130fp_19,इति।,Thus.,இவ்வாறு.
1271,130-stories_85-130fp_22,यवक्रीतस्य तपस्यायाः पृष्ठे किं कारणम् आसीत् ?,What was the reason behind Yavakrīta's asceticism (tapas)?,யவக்ரீதன் சந்நியாசத்திற்கு (தபஸ்) காரணம் என்ன?
1272,130-stories_85-130fp_23,इन्द्रः तं किं बोधितवान् ?,What did Indra awaken him to?,இந்திரன் அவனை எதற்காக எழுப்பினான்?
1273,130-stories_85-130fp_24,किम् इन्द्रस्य प्रबोधनस्य यवक्रीते प्रभावः अभवत् ?,What power did Indra have to awaken the barley-purchased one?,பார்லி வாங்கியவனை எழுப்ப இந்திரனுக்கு என்ன சக்தி இருந்தது?
1274,130-stories_85-130fp_25,इन्द्रः यवक्रीतं प्रबोधयितुं कम् उपायं कृतवान् ?,What means did Indra employ to awaken Yavakrīta?,இந்திரன் யவக்ரீதனை எழுப்ப என்ன வழியை பயன்படுத்தினான்?
1275,130-stories_85-130fp_26,विद्यालाभः किङ्‌करणेन भवति ?,By what means does the attainment of knowledge (*vidyā-lābhaḥ*) occur?,அறிவை அடைவது (*வித்யா-லபஹ்*) எதன் மூலம் நிகழ்கிறது?
1276,130-stories_58-130fp_16,महतां शिक्षा सुखाय,The training of the great is for happiness.,மஹான்களின் பயிற்சி மகிழ்ச்சிக்கானது.
1277,130-stories_58-130fp_17,"कार्यं तन्नैव कर्तव्यं, येन स्वीया क्षतिर्भवेत्। स्वीकार्या महतां शिक्षा, पालनीया सुखाप्तये॥","That action should not be done, by which one's own harm may occur. The teachings of the great should be accepted, and followed for the attainment of happiness.","அந்தச் செயலைச் செய்யக்கூடாது, அதனால் ஒருவருக்குத் தீங்கு நேரலாம். மஹான்களின் போதனைகளை ஏற்று, மகிழ்ச்சியை அடைவதற்கு பின்பற்ற வேண்டும்."
1278,130-stories_58-130fp_18,षट्सु ऋतुषु वृक्षलतागुल्मादयः एव वन्यजन्तूनाम् आश्रयदातारः अभूवन्।,"In the six seasons, trees, creepers, bushes, and the like were the providers of shelter for wild animals.","ஆறு பருவங்களில், மரங்கள், கொடிகள், புதர்கள் போன்றவை காட்டு விலங்குகளுக்கு தங்குமிடமாக இருந்தன."
1279,130-stories_58-130fp_18,सपरिवाराः सर्वे अपि जन्तवः वने प्रेम्णा वसन्ति स्म।,"All beings, together with their families, lived in the forest lovingly.",அனைத்து உயிரினங்களும் தங்கள் குடும்பங்களுடன் அன்புடன் காட்டில் வாழ்ந்தன.
1280,130-stories_58-130fp_18,"एकदा केचन तरुणाः वृक्षाः परस्परं कथितवन्तः-  ""हंहो! इमे अस्मदाश्रिताः जन्तवः सर्वत्र मलमूत्रादिकं कृत्वा प्रदूषणम् उत्पादयन्ति। दुर्गन्धेन तु श्वासग्रहणम् अपि कठिनम् अभवत्। तत् किं न वयं सम्मिल्य तथा आचरणं कुर्याम यथा इमे सन्त्रस्ताः वनम् इदं परित्यज्य गच्छेयुः।""","Once, some young trees said to each other: ""Hey! These creatures who depend on us create pollution everywhere by doing things like defecating and urinating. The foul odor has even made it difficult to breathe. So why don't we all get together and act in such a way that these terrified creatures abandon this forest and leave?""","ஒருமுறை, சில இளம் மரங்கள் ஒன்றுடன் ஒன்று பேசிக்கொண்டன: ""ஏய்! நம்மைச் சார்ந்திருக்கும் இந்த உயிரினங்கள் மலம் கழித்தல், சிறுநீர் கழித்தல் போன்றவற்றைச் செய்து எல்லா இடங்களிலும் மாசுபாட்டை உருவாக்குகின்றன. துர்நாற்றம் சுவாசிக்கக் கூட சிரமமாகிவிட்டது. எனவே நாம் அனைவரும் ஒன்றிணைந்து இந்த காடுகளை விட்டு வெளியேறும் வகையில் ஏன் செயல்படக்கூடாது?"""
1281,130-stories_58-130fp_18,"इदं श्रुत्वा वृद्धवृक्षाः तान् प्रबोधितवन्तः- ""युष्माकं चिन्तनं सत्यम्। परन्तु एषाम् एव तु स्थित्या अस्माकं शत्रवः नागरिकाः अत्र न प्रविशन्ति। इमे जन्तवः अस्माकं रक्षकाः सन्ति। एषाम् अनुपस्थितौ नागरिकाः अस्मान् छेत्स्यन्ति कर्तयिष्यन्ति च एव। कथ्यताम्, किम्‌ इदम्  इच्छथ यूयम्?""","Having heard this, the old trees awakened them: ""Your thinking is true. But it is by the very presence of these that our enemies, the citizens, do not enter here. These creatures are our protectors. In their absence, the citizens will cut and chop us down. Tell us, is this what you want?""","இதைக் கேட்ட முதிய மரங்கள் அவர்களை எழுப்பின: ""உங்கள் நினைப்பு உண்மைதான். ஆனால் இவைகள் இருப்பதால்தான் நமது எதிரிகளான குடிமக்கள் இங்கு நுழைவதில்லை. இந்த உயிரினங்கள் நமக்குப் பாதுகாவலர்கள். இவை இல்லாதபோது குடிமக்கள் எங்களை வெட்டி வெட்டுவார்கள். சொல்லுங்கள், இதுதானா?"""
1282,130-stories_58-130fp_18,तरुणाः तद्वचने ध्यानं न दत्तवन्तः।,The youths did not pay attention to his words.,இளைஞர்கள் அவருடைய வார்த்தைகளைக் கவனிக்கவில்லை.
1283,130-stories_58-130fp_18,"ते तथा एव व्यवहृतवन्तः, यथा कथितवन्तः आसन् पूर्वम्।",They behaved just as they had said before.,முன்பு சொன்னது போலவே நடந்து கொண்டார்கள்.
1284,130-stories_58-130fp_18,"अन्ते तथा एव परिणतम्, यथा वृद्धवृक्षैः सम्भावितम् आसीत्।","In the end, it turned out just as it had been predicted by the old trees (*vṛddhavṛkṣaiḥ*).","இறுதியில், அது பழைய மரங்களால் (*வ்ருத்தவ்ருக்ஷை*) கணித்ததைப் போலவே மாறியது."
1285,130-stories_58-130fp_18,अद्य वृक्षविहीनानि वनानि वृक्षकर्तकानां नागरिकाणाम् अपि प्राणहराणि अभूवन् इति।,"Today, forests devoid of trees have become life-threatening even to the city dwellers who cut down the trees.","இன்று மரங்கள் இல்லாத காடுகள், மரங்களை வெட்டும் நகரவாசிகளின் உயிருக்கு ஆபத்தாக மாறிவிட்டது."
1286,130-stories_58-130fp_21,तरुणाः वृक्षाः किं कथितवन्तः?,What did the young trees say?,இளம் மரங்கள் என்ன சொன்னது?
1287,130-stories_58-130fp_22,तदा वृद्धानां वृक्षाणां प्रबोधनं किम् आसीत्?,What was the awakening (prabodhanam) of the old trees (vṛddhānāṃ vṛkṣāṇām) then?,அப்போது பழைய மரங்களின் (விருத்தானம் விருக்ஷணம்) விழிப்பு (பிரபோதனம்) என்ன?
1288,130-stories_58-130fp_23,किं तरुणाः वृक्षाः तत् प्रबोधनं मानितवन्तः?,Did the young trees accept that awakening?,அந்த விழிப்புணர்வை இளம் மரங்கள் ஏற்றுக்கொண்டதா?
1289,130-stories_58-130fp_24,यदि नहि मानितवन्तः तर्हि अस्य परिणामः कः अभवत्?,"If they did not respect [it], then what was the result of this?","அவர்கள் [அதை] மதிக்கவில்லை என்றால், இதன் விளைவு என்ன?"
1290,130-stories_58-130fp_25,सुखप्राप्त्यर्थं किं करणीयम्?,What should be done to attain happiness?,மகிழ்ச்சியை அடைய என்ன செய்ய வேண்டும்?
1291,130-stories_91-130fp_16,जीवने सफलः कः?,Who is successful in life?,வாழ்க்கையில் வெற்றி பெற்றவர் யார்?
1292,130-stories_91-130fp_17,"चारित्रिकीं परीक्षां यः, समुत्तरति मानवः। स्वजीवने स वैफल्यं, नैवाप्नोति कदाचन॥",The person who passes the test of good conduct never experiences frustration in their life.,நன்னடத்தையின் தேர்வில் வெற்றி பெற்றவர் வாழ்க்கையில் விரக்தியை அனுபவிப்பதில்லை.
1293,130-stories_91-130fp_18,पूर्वम् आधुनिकी परीक्षाप्रणाली न आसीत्।,"However, the modern examination system did not exist in the past. (न तु तथा पूर्वम् आसीत्।)","ஆனால், கடந்த காலத்தில் நவீன தேர்வு முறை இல்லை. (न तु तथा पूर्वम् आसीत्.)"
1294,130-stories_91-130fp_18,गुरुजनाः शिष्यस्य चारित्रिकीं परीक्षां गृह्णन्ति स्म।,The elders (gurus) used to test the disciple's character.,பெரியவர்கள் (குருக்கள்) சீடனின் குணத்தை சோதித்து பார்த்தனர்.
1295,130-stories_91-130fp_18,तत्र अनुत्तीर्णः जीवने अनुत्तीर्णः मन्यते स्म।,"There, feeling he had not succeeded, he thought he had not succeeded in life.","அங்கு, தான் வெற்றி பெறவில்லை என்று உணர்ந்த அவர், வாழ்க்கையில் வெற்றி பெறவில்லை என்று நினைத்தார்."
1296,130-stories_91-130fp_18,एकवारम् आचार्यः विना परीक्षाग्रहणम् एव शिक्षाग्रहणसमाप्तेः अनन्तरं स्वस्य शिष्यत्रयं गृहं गन्तुम् अन्वमन्यत।,"Once, the *ācārya* (teacher) permitted his three disciples to go home after the completion of their studies without taking an examination.","ஒருமுறை, *ஆச்சார்யா* (ஆசிரியர்) தனது மூன்று சீடர்களையும் தங்கள் படிப்பு முடிந்ததும் தேர்வு எழுதாமல் வீட்டிற்குச் செல்ல அனுமதித்தார்."
1297,130-stories_91-130fp_18,अनेन शिष्याणाम् आश्चर्यं तु अभवत् एव।,"Indeed, the disciples were amazed by this.","உண்மையில், சீடர்கள் இதைக் கண்டு வியந்தனர்."
1298,130-stories_91-130fp_18,किन्तु गमनलालसावशीभूताः ते गुर्वाज्ञया गृहं गन्तुं प्रस्थिताः।,"But, overcome by eagerness to depart, they set out to go home by the command of the teacher.","ஆனால், புறப்பட வேண்டும் என்ற ஆவலை மீறி, ஆசிரியரின் கட்டளைப்படி வீட்டுக்குச் செல்லப் புறப்பட்டனர்."
1299,130-stories_91-130fp_18,किञ्चिद् दूरं गच्छन्तः ते मार्गे प्रसृतं तीक्ष्णकण्टकानाम् एकं बृहद्राशिं दृष्टवन्तः।,"Going a short distance, they saw a large pile of sharp thorns spread on the road.","சிறிது தூரம் சென்று பார்த்தபோது,   சாலையில் கூரிய முட்கள் குவிந்து கிடந்தது."
1300,130-stories_91-130fp_18,नग्नपादेषु तेषु एकः ततः आत्मानं सुरक्ष्य यथाकथञ्चित् अग्रे निर्गतः।,"Then, one of those barefoot men, protecting himself, somehow went forth.","பின்னர், அந்த வெறுங்காலுடன் ஒருவர், தன்னைப் பாதுகாத்துக் கொண்டு, எப்படியோ வெளியே சென்றார்."
1301,130-stories_91-130fp_18,द्वितीयः अपि हरिणवत् उत्प्लुत्य तं कण्टकराशिम् उल्लङ्घितवान्।,"The second one also, like a deer, jumped up and leapt over that pile of thorns.","இரண்டாமவனும், ஒரு மான் போல, குதித்து, அந்த முள் குவியலின் மீது பாய்ந்தது."
1302,130-stories_91-130fp_18,"किन्तु तृतीयः तु एवं न कृत्वा प्रत्येकं कण्टकं सञ्चित्य सञ्चित्य सम्पूर्णं मार्गं निष्कण्टकं कृतवान्, येन अन्येषां पथिकानां ते कण्टकाः कष्टदायिनः न भवेयुः।","But the third one, not doing so, having gathered and gathered each thorn individually, made the entire path free of thorns, so that those thorns would not be painful for other travelers.","ஆனால் மூன்றாவது, அப்படிச் செய்யாமல், ஒவ்வொரு முட்களையும் தனித்தனியாகக் கூட்டிச் சேகரித்து, அந்த முட்கள் மற்ற பயணிகளுக்கு வேதனையாக இருக்கக்கூடாது என்பதற்காக, முழு பாதையையும் முட்கள் இல்லாமல் ஆக்கினார்."
1303,130-stories_91-130fp_18,तेषां पृष्ठे पृष्ठे आगच्छन् तैः च शिष्यैः अदृश्यमानः आचार्यः इदं सर्वम् अपश्यत्‌।,"Behind them, behind them, came the teacher, unseen by those disciples, and saw all of this.","அவர்களுக்குப் பின்னால், அவர்களுக்குப் பின்னால், அந்த சீடர்களால் பார்க்கப்படாத ஆசிரியர் வந்து, இதையெல்லாம் பார்த்தார்."
1304,130-stories_91-130fp_18,तान् सर्वान् निरोध्य 'तृतीयः व्यवहारिकशिक्षायाम् उत्तीर्णः',"Having restrained all of them, '[He] passed the third [level] in practical training.'","அவர்கள் அனைவரையும் கட்டுப்படுத்தி, '[அவர்] நடைமுறைப் பயிற்சியில் மூன்றாம் [நிலை] தேர்ச்சி பெற்றார்.'"
1305,130-stories_91-130fp_18,"इति उद्घोष्य तं गृहं प्रेषितवान्, परम् अन्यद्वयं तु परीक्षायाम् असफलं मत्वा गुरुकुले एव स्थातुम् आदिशत् इति।","Having thus proclaimed, he sent him home, but considering the other two unsuccessful in the examination, he ordered them to stay in the teacher's house (gurukula).","இவ்வாறு அறிவித்துவிட்டு, அவரை வீட்டுக்கு அனுப்பினார், ஆனால் மற்ற இருவர் தேர்வில் தோல்வியடைந்ததால், அவர்களை ஆசிரியர் வீட்டில் (குருகுலத்தில்) தங்கும்படி கட்டளையிட்டார்."
1306,130-stories_91-130fp_21,आचार्यः गृहं गन्तुं शिष्यत्रयं किम् अन्वमन्यत ?,Why did the teacher permit the three disciples to go home?,மூன்று சீடர்களையும் வீட்டிற்குச் செல்ல ஆசிரியர் ஏன் அனுமதித்தார்?
1307,130-stories_91-130fp_22,कण्टकराशिं दृष्ट्वा शिष्यत्रयं किं कृतवत् ?,"Having seen the heap of thorns, what did the three disciples do?",முட்கள் குவியலைப் பார்த்த மூன்று சீடர்களும் என்ன செய்தார்கள்?
1308,130-stories_91-130fp_23,आचार्यः तान् निरोध्य किम् उदघोषयत् आदिशत् च ?,"Having restrained them, what did the teacher proclaim and command?","அவர்களைக் கட்டுப்படுத்தி, ஆசிரியர் என்ன அறிவித்து கட்டளையிட்டார்?"
1309,130-stories_91-130fp_24,पूर्वं गुरुजनाः किं परीक्षन्ते स्म ?,What did the former teachers examine?,முன்னாள் ஆசிரியர்கள் என்ன ஆய்வு செய்தனர்?
1310,130-stories_91-130fp_25,जीवने वैफल्यं कः न प्राप्तं करोति ?,Who does not cause frustration in life?,வாழ்க்கையில் விரக்தியை ஏற்படுத்தாதவர் யார்?
1311,130-stories_22-130fp_16,मनोविनोदः अपि आवश्यकः,Mental recreation is also necessary.,மன பொழுது போக்கும் அவசியம்.
1312,130-stories_22-130fp_17,"चर्चा मनोविनोदार्थं, कृता किं न सुखप्रदा? । नानाकार्यसमुद्विग्नो, विश्राम्यति यतो जनः ॥","Is discussion, undertaken for the sake of amusement, not a source of pleasure? Because a person, agitated by various tasks (nānākāryasamudvignaḥ), finds rest in it.","பொழுதுபோக்கிற்காக மேற்கொள்ளப்படும் விவாதம், மகிழ்ச்சிக்கான ஆதாரம் இல்லையா? ஏனென்றால், பல்வேறு பணிகளால் கிளர்ந்தெழுந்த ஒருவர் (நாநாகார்யசமுத்விக்ன:) அதில் ஓய்வைக் காண்கிறார்."
1313,130-stories_22-130fp_18,एकस्मिन् दिने सायङ्‌काले गुडं क्रेतुं पत्नी स्वपतिम् आपणे प्रेषितवती।,"One day in the evening, a wife sent her husband to the market to buy sugar (*guḍa*).","ஒரு நாள் மாலையில், ஒரு மனைவி தன் கணவனை சர்க்கரை (*guḍa*) வாங்க சந்தைக்கு அனுப்பினாள்."
1314,130-stories_22-130fp_18,तं केशवशास्त्रिनाम्ना परिचिन्वन्ति स्म सर्वे।,All knew him by the name Keśavaśāstrī.,அவரை கேசவசாஸ்திரி என்ற பெயரில் அனைவரும் அறிந்தனர்.
1315,130-stories_22-130fp_18,सः एकां विपणिं प्राप्तः।,He arrived at one market.,அவர் ஒரு சந்தைக்கு வந்தார்.
1316,130-stories_22-130fp_18,तत्र पुत्रस्थाने तस्य पिता विक्रयिकः आसीत्।,"There, in the place of a son, his father was a seller.","அங்கு, ஒரு மகனின் இடத்தில், அவரது தந்தை ஒரு விற்பனையாளராக இருந்தார்."
