slno,refno,text,en_dmt,ta_gmt
494,astang_hriday_1_27-2303,कदम्बोदुम्बरं मुक्ताप्रवालाञ्जनगैरिकम्। बालं कपित्थं खर्जूरं बिसपद्मोत्पलादि च॥,"""Kadamva, udumbara, pearl, coral, añjana, red ochre, unripe kapittha, date, lotus root, lotus, উৎপল etc.  """,
495,astang_hriday_1_27-2307,मधुरं श्लेष्मलं प्रायो जीर्णाच्छालियवादृते। मुद्गाद्गोधूमतः क्षौद्रात्सिताया जाङ्गलामिषात्॥,"""Sweet [food] is generally phlegm-producing, except for old rice and barley, *mudga* beans, wheat, honey, sugar, and meat from wild animals.  """,
496,astang_hriday_1_27-2311,प्रायोऽम्लं पित्तजननं दाडिमामलकादृते। अपथ्यं लवणं प्रायश्चक्षुषोऽन्यत्र सैन्धवात्॥,"""Usually, sour [tastes] generate *pitta*, except for pomegranate and *āmalaka*. Salt is generally unsuitable, except for rock salt (*saindhava*) for the eyes.  """,
497,astang_hriday_1_27-2315,तिक्तं कटु च भूयिष्ठमवृष्यं वातकोपनम्। ऋतेऽमृतापटोलाभ्यां शुण्ठीकृष्णारसोनतः॥,"""It is bitter and mostly pungent, non-aphrodisiac, and aggravates *vāta*, except for *amṛtā* (Tinospora cordifolia), *paṭola* (pointed gourd), dry ginger (*śuṇṭhī*), long pepper (*kṛṣṇā*), and garlic (*rasuna*).  """,
498,astang_hriday_1_27-2319,कषायं प्रायशः शीतं स्तम्भनं चाऽभयां विना। रसाः कट्वम्ललवणा वीर्येणोष्णा यथोत्तरम्॥,"""Astringent [substances] are generally cooling and cause stiffness, except for haritaki (harītakī). The tastes pungent, sour, and salty are heating in potency, in increasing order.  """,
499,astang_hriday_1_27-2323,तिक्तः कषायो मधुरस्तद्वदेव च शीतलः। तिक्तः कटुः कषायश्च रूक्षा बद्धमलास्तथा॥ पट्वाम्लमधुराः स्निग्धाः सृष्टविण्मूत्रमारुताः। पटोः कषायस्तस्माच्च मधुरः परमं गुरुः॥ लघुरम्लः कटुस्तस्मात्तस्मादपि च तिक्तकः। संयोगाः सप्तपञ्चाशत्कल्पना तु त्रिषष्टिधा॥,"""Bitter, astringent, sweet, and likewise cooling; Bitter, pungent, and astringent, [and] rough, and also constipating; [They are] salty, sour, and sweet, unctuous, [and cause the elimination of] feces, urine, and *vāta*; Salty and astringent, therefore sweet, and extremely heavy; Light, sour, pungent, therefore, and even more so, bitter; There are fifty-seven combinations and sixty-three imaginations.  """,
500,astang_hriday_1_27-2331,"रसानां यौगिकत्वेन यथास्थूलं विभज्यते। एकैकहीनास्तान्पञ्च,पञ्च यान्ति रसा द्विके॥","""Because of the combination of *rasas*, they are divided according to their grossness.  Lacking one each, those five *rasas* go to two.  """,
501,astang_hriday_1_27-2335,त्रिके स्वादुर्दशाम्लः षट् त्रीन् पटुस्तिक्त एककम्। चतुष्केषु दश स्वादुश्चतुरोऽम्लः पटुः सकृत्॥ पञ्चकेष्वेकमेवाम्लो मधुरः पञ्च सेवते। द्रव्यमेकं षडास्वादमसंयुक्ताश्च षड्रसाः॥,"""In the group of three, [there are] sweet tastes, ten sour tastes, six pungent tastes, three bitter tastes, and one astringent taste. In the group of four, there are ten sweet tastes, four sour tastes, and one pungent taste. In the group of five, there is only one sour taste, and the sweet taste is enjoyed five [times]. A single substance has six tastes, and the six *rasas* are unmixed.  """,
502,astang_hriday_1_27-2341,"षट्प्ऽअञ्चका,षट्च पृथग्रसाः स्युश्चतुर्द्विकै पञ्चदशप्रकारौ। भेदास्रिका विंशतिरेकमेव	द्रव्यं षडास्वादमिति त्रिषष्टिः॥","""Six pentads, and six separate tastes; with four dyads, fifteen types.  Twenty [combinations] of three [tastes are] varieties, and thus the single substance [with] six tastes [becomes] sixty-three [combinations]. (भेदास् त्रिका विंशतिर् एकम् एव द्रव्यं षडास्वादम् इति त्रिषष्टिः)  """,
503,astang_hriday_1_27-2345,ते रसानुरसतो रसभेदास्तारतम्यपरिकल्पनया च। सम्भवन्ति गणनां समतीता दोषभेषजवशादुपयोज्याः॥,"""Those flavors and sub-flavors, and the varieties of flavors, arise through the imagination of degrees of difference.  They become innumerable, and are applicable according to the influence of the doṣas and remedies.  """,
504,astang_hriday_1_27-2348,इति श्रीवैद्यतिसिंहगुप्तसूनुश्रीमद्वाग्भटविरचिता- यामष्टाङ्गहृदयसंहितायां सूत्रस्थाने रसभे- दीयो नाम दशमोऽध्यायः॥,"""Thus ends the tenth chapter, called \""Discernment of Tastes,\"" in the Aṣṭāṅgahṛdayasaṃhitā, composed by the illustrious Vāgbhaṭa, son of the physician Tisiṃhagupta, in the Sūtrasthāna section.  """,
505,astang_hriday_1_27-2351,02एकादशोऽध्यायः। अथातो दोषादिविज्ञानीयमध्यायं व्याख्यास्यामः। इति ह स्माहुरात्रेयादयो महर्षयः।,"""Eleventh chapter. Now, we shall expound the chapter on the understanding of the *doṣas*, etc. Thus spoke the great sages Ātreya, etc.  """,
506,astang_hriday_1_27-2355,दोषधातुमला मूलं सदा देहस्य तं चलः। उत्साहोच्छ्वासनिश्वास-चेष्टावेगप्रवर्तनैः॥,"""The root of the body is always the faults, constituents, and impurities, which are mobile. By means of enthusiasm, exhalation, inhalation, activities, impulses, and movements.  """,
507,astang_hriday_1_27-2359,"सम्यग्गत्या च धातूनामक्षाणां पाटवेन च। अनुगृह्णात्यविकृतः, पित्तं पक्त्यूष्मदर्शनैः॥ क्षुत्तृड्_रुचिप्रभामेधा-धीशौर्यतनुमार्दवैः। श्लेष्मा स्थिरत्वस्निग्धत्व-सन्धिबन्धक्षमादिभिः॥","""Through the proper movement of the dhātus and the efficiency of the senses, the *pitta*, without being aggravated, benefits [the body] through digestive heat and vision.  Through hunger, thirst, taste, complexion, intelligence, intellect, courage and softness of the body.  The *śleṣmā* [benefits the body] through firmness, unctuousness, the binding of joints, forbearance, and so forth.  """,
508,astang_hriday_1_27-2365,प्रीणनं जीवनं लेपः स्नेहो धारणपूरणे। गर्भोत्पादश्च धातूनां श्रेष्ठं कर्म क्रमात्स्मृतम्॥,"""*Prīṇanaṃ* (pleasing), *jīvanaṃ* (sustaining life), *lepaḥ* (unction), *sneho* (oleation), *dhāraṇapūraṇe* (retention and filling), *garbhotpādaśca dhātūnāṃ* (and the generation of the embryo from the *dhātus*), *śreṣṭhaṃ karma kramātsmṛtam* (are known as the best actions in due order).  """,
509,astang_hriday_1_27-2369,"अवष्टम्भः पुरीषस्य, मूत्रस्य क्लेदवाहनम्। स्वेदस्य क्वेदविधृतिः वृद्वस्तु कुरुतेऽनिलः॥","""*Avashtambha* or obstruction of stool, *kledavahana* or carrying of moisture of urine, *kvedavidhriti* or retention of sweat, all these are done by *anila* or *vata*.  """,
510,astang_hriday_1_27-2373,कार्श्यकार्ष्ण्योष्णकामत्व-कम्पाऽऽनाहशकृद्ग्रहान्। बलनिद्रेन्द्रियभ्रंश-प्रलापभ्रमदीनताः॥,"""Emaciation, blackness, heat-seeking, trembling, flatulence, retention of feces, loss of strength, sleep, and senses, delirium, dizziness, wretchedness.  """,
511,astang_hriday_1_27-2377,पीतविण्मूत्रनेत्रत्वक्_क्षुत्तृड्_दाहाऽऽल्पनिद्रताः। पित्तम् श्लेष्माऽग्निसदन-प्रसेकालस्यगौरवम्॥,"""[Symptoms of excess Pitta are] yellow stool, urine, eyes, and skin; hunger, thirst, burning sensations, and little sleep. [Symptoms of excess Kapha are] phelgm, weakness of digestive fire, salivation, laziness, and heaviness.  """,
512,astang_hriday_1_27-2381,श्वैत्यशैत्यश्लथाङ्गत्वं श्वासकासातिनिद्रताः। रसोऽपि श्लेष्मवत् रक्तं वसर्पप्लीहविद्रधीन्॥,"""Whiteness, coldness, looseness of the limbs, asthma, cough, excessive sleep, the taste is also like phlegm, and [it causes] erysipelas, splenomegaly, and abscesses in the blood.  """,
513,astang_hriday_1_27-2385,कुष्ठवातास्रपित्तास्र-गुल्मोपकुशकामलाः। व्यङ्गाग्निनाशसम्मोह-रक्तत्वङ्_नेत्रमूत्रताः॥,"""[These diseases include] kuṣṭha, vātāsra (gout), pittāsra (bloodletting due to pitta), gulma, upakuśa, kāmalā (jaundice), vyaṅga, agnināśa (loss of digestive fire), sammoha (delusion), raktatvaṅ (redness of the skin), netramūtratā (redness of the eyes and urine).  """,
514,astang_hriday_1_27-2389,मांसं गण्डार्बुदग्रन्थिगण्डोरूदरवृद्धिताः। कण्ठादिष्वधिमांसं च तद्वन्मेदस्तथा श्रमम्॥,"""Flesh, goiter, tumor, knot, swelling on the cheek, enlargement of the belly, excess flesh in the neck, and likewise fat, as well as exhaustion.  """,
515,astang_hriday_1_27-2393,अल्पेऽपि चेष्टिते श्वासं स्फिक्_स्तनोदरलम्बनम्। अस्थ्यध्यस्थ्यधिदन्तांश्च	मज्जा नेत्राङ्गगौरवम्॥,"""Even in slight movements, there is dyspnea, pendulous buttocks, breasts, and abdomen, heaviness of the bones, teeth, marrow, and eyes.  """,
516,astang_hriday_1_27-2397,पर्वसु स्थूलमूलानि कुर्यात्कृच्छ्राण्यरूंषि च। अतिस्त्रीकामतां वृद्धं शुक्रं शुक्राश्मरीमपि॥,"""On the joints [parvasu], it causes thick-rooted growths [arūṃṣi] that are difficult to treat. Excessive indulgence in women, old age, and excessive semen [śukram] also cause seminal stones [śukrāśmarīm].  """,
517,astang_hriday_1_27-2401,कुक्षावाध्मानमाटोपं गौरवं वेदनां शकृत्। मूत्रं तु बस्तिनिस्तोदं कृतेऽप्यकृतसंज्ञताम्॥,"""In the belly, bloating, distension, heaviness, pain, and feces; in the bladder, piercing pain in the urine, and the sensation of incompleteness even when finished.  """,
518,astang_hriday_1_27-2405,स्वेदोऽतिस्वेददौर्गन्ध्यकण्डूः एवं च लक्षयेत्। दूषिकादीनपि मलान् बाहुल्यगुरुतादिभिः॥,"""One should recognize perspiration, excessive perspiration, foul odor, itching, and also impurities such as dūṣikā, etc., by their abundance, heaviness, etc.  """,
519,astang_hriday_1_27-2409,लिङ्गं क्षीणेऽनिलेऽङ्गस्य सादोऽल्पं भाषितेहितम्। संज्ञामोहस्तथा श्लेष्मवृद्ध्युक्तामयसम्भवः॥,"""When the *vāta* is depleted, the symptoms are weakness of the body (*aṅga*), little desire to speak (*bhāṣita*), loss of consciousness (*saṃjñāmoha*), and the manifestation of diseases caused by the increase of *śleṣma*.  """,
520,astang_hriday_1_27-2413,पित्ते मन्दोऽनलः शीतं प्रभाहानिः	कफे भ्रमः। श्लेष्माशयानां शून्यत्वं हृद्द्रवः श्लथसन्धिता॥,"""When *pitta* is aggravated, digestion becomes weak, there is coldness and loss of complexion; when *kapha* is aggravated, there is dizziness. Emptiness of the *śleṣma* receptacles, palpitation, and looseness of the joints.  """,
521,astang_hriday_1_27-2417,रसे रौक्ष्यं श्रमः शोषो ग्लानिः शब्दाऽसहिष्णुता। रक्तेऽम्लशिशिरप्रीति-शिराशैथिल्यरूक्षताः॥,"""In *rasa* (bodily fluids), dryness, exhaustion, wasting, weakness, and intolerance to sound; in *rakta* (blood), a liking for sour and cold things, looseness of the veins, and roughness.  """,
522,astang_hriday_1_27-2421,मांसेऽक्षग्लानिगण्डस्फिक्_शुष्कतासन्धिवेदनाः। मेदसि स्वपनं कट्याः प्लीह्नो वृद्धिः कृशाङ्गता॥,"""In [the derangement of] flesh (māṃsa), there is weakness of the eyes, [eruptions on the] cheeks, dryness of the buttocks, and pain in the joints. In [the derangement of] fat (medas), there is numbness of the waist, enlargement of the spleen, and emaciation.  """,
523,astang_hriday_1_27-2425,अस्थ्न्यस्थितोदः सदनं दन्तकेशनखादिषु। अस्थ्नां मज्जनि सौषिर्यं भ्रमस्तिमिरदर्शनम्॥,"""In bones, [there is] fluid in the bones, a dwelling in the teeth, hair, nails, etc. In the marrow of the bones, [there is] hollowness, dizziness, and the appearance of darkness.  """,
524,astang_hriday_1_27-2429,शुक्रे चिरात् प्रसिच्येत शुक्रं शोणितमेव वा। तोदोऽत्यर्थं वृषणयोर्मेढ्रे धूमायतीव च॥,"""If semen is discharged after a long time, or semen mixed with blood, and there is extreme pain in the testicles and the penis feels as if it is emitting smoke,  """,
525,astang_hriday_1_27-2433,पुरीषे वायुरन्त्राणि सशब्दो वेष्टयन्निव। कुक्षौ भ्रमति यात्यूर्ध्वं हृत्पार्श्वे पीडयन् भृशम्॥,"""Wind in the excrement, as if enveloping the intestines with sound, wanders in the belly, goes upwards, and intensely afflicts the heart and sides.  """,
526,astang_hriday_1_27-2437,मूत्रेऽल्पं मूत्रयेत्कृच्छ्राद्विवर्णं सास्रमेव वा। स्वेदे रोमच्युतिः स्तब्धरोमता स्फुटनं त्वचः॥,"""[The patient] urinates a little, with difficulty, discolored urine, or even with blood. There is loss of hair in the sweat, stiffness of the hair, and cracking of the skin.  """,
527,astang_hriday_1_27-2441,मलानामतिसूक्ष्माणां दुर्लक्ष्यं लक्षयेत् क्षयम्। स्वमलायनसंशोष-तोदशून्यत्वलाघवैः॥,"""One should observe the destruction of impurities that are extremely subtle and difficult to perceive, through the drying up of one's own impurities, the absence of pricking pain, and lightness.  """,
528,astang_hriday_1_27-2445,दोषादीनां यथास्वं च विद्याद् वृद्धिक्षयौ भिषक्। क्षयेण विपरीतानां गुणानां वर्धनेन च॥ वृद्धिं मलानां सङ्गाच्च क्षयं चाति विसर्गतः। मलोचितत्वाद् देहस्य क्षयो वृद्धेस्तु पीडनः॥,"""The physician should understand the increase and decrease of the *doṣas*, etc., each according to its own nature. And by increasing the qualities opposite to those that have decreased.  Increase [of *doṣas*] is from accumulation of impurities, and decrease is from excessive elimination. Because the body is suited to impurities, decrease [of them] is weakening, while increase is tormenting.  """,
529,astang_hriday_1_27-2451,"तत्रास्थनि स्थितो वायुः, पित्तं तु स्वेदरक्तयोः। श्लेष्मा शेषेषु , तेनैषामाश्रयाश्रयिणां मिथः॥ यदेकस्य तदन्यस्य वर्धनक्षपणौषधम्। अस्थिमारुतयोर्नैवं, प्रायो वृद्धिर्हि तर्पणात्॥ श्लेष्मणाऽनुगत तस्मात् सङ्क्षयस्तद्विपर्ययात्। वायुनाऽनुगतोऽस्माच्च वृद्धिक्षयसमुद्भवान्॥ विकारान् साधयेच्छीघ्रं क्रमाल्लङ्घनबृंहणैः। वायोरन्यत्र, तज्जांस्तु तैरेवोत्क्रमयोजितैः॥","""There, *vāyu* abides in the bones, while *pitta* [abides] in sweat and blood. *Śleṣma* [abides] in the remaining [tissues]. Therefore, these are mutually the support and the supported. That which is for one is for the other a medicine for increase and decrease.  It is not like that for bone and *māruta*; generally, increase is indeed from nourishment. Therefore, when attended by *śleṣma*, there is decrease, and the opposite from that. When attended by *vāyu*, from this [arise] increase, decrease, and origination.  One should quickly remedy the disorders in sequence with depletion and nourishment, except for *vāyu*; but those born from it, with those same [treatments] applied in reverse order.  """,
530,astang_hriday_1_27-2461,"विशेषाद्रक्तवृद्ध्युत्थान् रक्तस्रुतिचिविरेचनैः। मांसवृद्धिभवान् रोगान् शस्त्रक्षाराग्निकर्मभिः॥ स्थौल्यकार्श्योपचारेण मेदोजानस्थिसङ्क्षयात्। जातान् क्षीरघृतैस्तिक्तसंयुतैर्बस्तिभिस्तथा॥ विड्_वृद्धिजानतीसार-क्रियया, विट्_क्षयोद्भवान्। मेषाजमद्यकुल्माष-यवमाषद्वयादिभिः॥ मूत्रवृद्धिक्षयोत्थांश्च मेहकृच्छ्रचिकित्सया। व्यायामाभ्यञ्जनस्वेद-मद्यैः स्वेदक्षयोद्भवान्॥","""Especially those arising from an increase in blood [treated] by bloodletting and purgatives; diseases arising from an increase in muscle [treated] by surgical excision, alkalis, and fire cauterization; those arising from obesity and emaciation [treated] by nourishing therapies, those born from the depletion of *medas* and bone [treated] with enemas mixed with milk, ghee, and bitter substances; those arising from an increase in feces [treated] by therapies for diarrhea, those born from the depletion of feces [treated] with ram, goat, alcohol, *kulmāṣa*, barley, *māṣa*, *dvaya*, etc.; and those arising from an increase or depletion of urine [treated] by therapies for urinary disorders and dysuria; those arising from the depletion of sweat [treated] with exercise, massage, sudation, and alcohol.  """,
531,astang_hriday_1_27-2471,स्वस्थानस्थस्य कायाग्नेरंशा धातुषु संश्रिताः। तेषां सादातिदीप्तिभ्यां धातुवृद्धिक्षयोद्भवः॥ पूर्वो धातुः परं कुर्याद् वृद्धः क्षीणश्च तद्विधम्। दोषा दुष्टा रसैर्धातून् दूषयन्त्युभये मलान्॥,"""The portions of the bodily fire residing in their own places in the tissues (dhātu)s; through their depletion or excess, the increase and decrease of the tissues (dhātu)s occur.  The first tissue (dhātu) benefits the subsequent one; when increased or decreased, it acts similarly. When vitiated, the humors (doṣa)s, along with the tastes (rasa)s, corrupt the tissues (dhātu)s, and both [corrupt] the waste products (mala)s.  """,
532,astang_hriday_1_27-2477,"अधो द्वे, सप्त शिरसि, खानि स्वेदवहानि च। मला मलायनानि स्युर्यथास्वं तेष्वतो गदाः॥","""Two [external] orifices below, seven orifices in the head, and channels for sweat.  Waste products are the sites of waste products; therefore, diseases arise in their respective locations.  """,
533,astang_hriday_1_27-2481,ओजस्तु तेजो धातूनां शुक्रान्तानां परं स्मृतम्। हृदयस्थमपि व्यापि देहस्थितिनिबन्धनम्॥ स्निग्धं सोमात्मकं शुद्धमीषल्लोहितपीतकम्। यन्नाशे नियतं नाशो यस्मिंस्तिष्ठति तिष्ठति॥ निष्पद्यन्ते यतो भावा विविधा देहसंश्रयाः। ओजः क्षीयेत कोपक्षुद्ध्यान-शोक-श्रमादिभिः॥,"""Ojas is remembered as the supreme essence of the *dhātus*, ending with semen. Although located in the heart, it pervades [the body] and is the basis for the body's stability. [It is] unctuous, of a lunar nature (*somātmaka*), pure, and slightly reddish-yellow. When it is destroyed, destruction is certain; when it remains, [life] remains. (यन्-नाशे नियतं नाशो यस्मिंस् तिष्ठति तिष्ठति) From it arise the various states that depend on the body. Ojas diminishes due to anger, hunger, contemplation, sorrow, exertion, and so on.  """,
534,astang_hriday_1_27-2489,बिभेति दुर्बलोऽभीक्ष्णं ध्यायति व्यथितेन्द्रियः। विच्छायो दुर्मना रूक्षो भवेत्क्षामश्च तत्क्षये॥ जीवनीयौषधक्षीर-रसाद्यास्तत्र भेषजम्। ओजोवृद्धौ हि देहस्य तुष्टिपुष्टिबलोदयः॥,"""The weak man is constantly afraid, his senses are afflicted, he broods. He becomes lusterless, sad, rough, and emaciated at its decline.  Life-giving medicine, milk, juice, and so on are the remedies for that. For the increase of *ojas* in the body [there is] satisfaction, nourishment, strength, and vigor.  """,
535,astang_hriday_1_27-2495,यदन्नं द्वेष्टि यदपि प्रार्थयेताविरोधि तु। तत्तत्त्यजन् समश्नंश्च तौ तौ वृद्धिक्षयौ जयेत्॥,"""He should conquer those increases and decreases by abandoning whatever food he hates and whatever, though not harmful, he desires, and by eating moderately.  """,
536,astang_hriday_1_27-2499,कुर्वते हि रुचिं दोषा विपरीतसमानयोः। वृद्धाः क्षीणाश्च भूयिष्ठं लक्षयन्त्यबुधास्तु न॥,"""Indeed, the *doṣas* (faults, blemishes, or imbalances) create a liking for things that are opposite and similar. The old and the weak mostly perceive this, but the unwise do not.  """,
537,astang_hriday_1_27-2503,"यथाबलं यथास्वं च दोषा वृद्धा वितन्वते। रूपाणि,जहति क्षीणाः, समाः स्वं कर्म कुर्वते॥","""The *doṣas*, when increased, spread according to their strength (*yathābalam*) and their own nature (*yathāsvam*); when diminished, they abandon their forms; when balanced, they perform their own function (*svam karma kurvate*).  """,
538,astang_hriday_1_27-2507,"य एव देहस्य समा विवृद्ध्यै त एव दोषा विषमा वधाय। यस्मादतस्तेहितचर्ययैव,क्षयाद्विवृद्धेरिव रक्षणीयाः॥","""Whatever is balanced for the body's growth, those very things, if unbalanced, are for its destruction.  Therefore, they should be protected by beneficial practices, just as one protects against decline and excessive growth.  """,
539,astang_hriday_1_27-2510,इति श्रीवैद्यपतिसिंहगुप्तसूनश्रीमद्वाग्भटविरचिता- यामष्टाङ्गहृदयसंहितायां सूत्रस्थाने दोषादि- विज्ञानीयो नामैकादशोऽध्यायः॥,"""Thus, in the Aṣṭāṅgahṛdayasaṃhitā composed by the illustrious Vāgbhaṭa, son of the physician Śrī Siṃhagupta, in the Sūtrasthāna, the eleventh chapter is called \""Knowledge of the Doṣas, etc.\""  """,
540,astang_hriday_1_27-2514,02द्वादशोध्यायः अथातो दोषभेदीयाध्यायं व्याख्यास्यामः। इति ह स्माहुरात्रेयादयो महर्षयः।,"""Now, therefore, we shall explain the twelfth chapter, the chapter on the varieties of *doṣas*. Thus spoke the great sages Ātreya, etc.  """,
541,astang_hriday_1_27-2519,"पक्वाशय-कटी-सक्थि-श्रोत्राऽस्थिस्पर्शनेन्द्रियम्। स्थानं वातस्य, तत्रापि पक्वाधानं विशेषतः॥","""The digestive organ, hip, thigh, ear, bone, and sense of touch. It is the place of *vāta* (wind), and especially the place of digestion (*pakvādhāna*).  """,
542,astang_hriday_1_27-2523,"नाभिरामाशयः स्वेदो लसीका रुधिरं रसः। दृक् स्पर्शनं च पित्तस्य, नाभिरत्र विशेषतः॥","""The navel, stomach, sweat, lymph, blood, and sap (rasa); the eye and skin are sites of *pitta*, but the navel is especially so.  """,
543,astang_hriday_1_27-2527,"उरः कण्ठशिरः क्लेम-पर्वाण्यामाशयो रसः। मेदो घ्राणं च जिह्वा च कफस्य, सुतरामुरः॥","""The chest, throat, head, joints, stomach, *rasa* [lymph or chyle], fat, nose, and tongue are [the seats] of *kapha*, but especially the chest.  """,
544,astang_hriday_1_27-2531,प्राणादिभेदात्पञ्चात्मा वायुः प्राणोऽत्र मूर्धगः। उरः कण्ठचरो बुद्धि-हृदयेन्द्रियचित्तधृक्॥,"""The *vāyu* [wind, vital air] is [divided into] five, [distinguished] by *prāṇa* [etc.]. Of these five, *prāṇa* here resides in the head. [It] generally moves in the chest and throat; [it] holds [or controls] the intellect, senses, mind, and heart.  """,
545,astang_hriday_1_27-2535,ष्ठीवनक्षवथूद्गार-निःश्वासान्नप्रवेशकृत्। उरः स्थानमुदानस्य नासानाभिगलांश्चरेत्॥,"""One who makes spitting, sneezing, belching, exhaling, and the entering of food [happen]. The location of *udāna* is the chest; it moves through the nose, navel, and throat.  """,
546,astang_hriday_1_27-2539,वाक्प्रवृत्तिप्रयत्नोर्जा-बलवर्णस्मृतिक्रियः। व्यानो हृदि स्थितः कृत्स्नदेहचारी महाजवः॥,"""[It causes] the utterance of syllables, exertion, purification, strength, complexion, memory [and] action. The *vyāna*-[wind] dwells in the heart, moves throughout the entire body, [and is] very swift.  """,
547,astang_hriday_1_27-2543,गत्यपक्षेपणोत्क्षेप-निमेषोन्मेषणादिकाः। प्रायः सर्वाः क्रियास्तस्मिन् प्रतिबद्धाः शरीरिणाम्॥,"""Walking, throwing down, throwing up, closing and opening the eyes, and so forth; nearly all the actions of embodied beings are dependent on that.  """,
548,astang_hriday_1_27-2547,समानोऽग्निसमीपस्थः कोष्ठे चरति सर्वतः। अन्नं गृह्णाति पचति विवेचयति मुञ्चति॥,"""The *samāna* dwells near the digestive fire, moves throughout the stomach, takes in food, digests it, separates [nutrients and waste], and eliminates [the waste].  """,
549,astang_hriday_1_27-2551,अपानोऽपानगः श्रोणि-बस्तिमेढ्रोरुगोचरः। शुक्रार्तवशकृन्मूत्र-गर्भनिष्क्रमणक्रियः॥,"""The *apāna*-[wind] moves downwards, its sphere of activity being the hips, bladder, penis, and thighs. It governs the expulsion of semen, menstrual blood, feces, urine, and the fetus.  """,
550,astang_hriday_1_27-2555,पित्तं पञ्चात्मकं तत्र पक्वामाशयमध्यगम्। पञ्चभूतात्मकत्वेऽपि यत्तैजसगुणोदयात्॥,"""Bile is fivefold in nature, and is situated in the middle of the digestive and undigestive receptacles. Although it is of the nature of the five elements, it arises from an excess of the quality of fire (taijasaguṇa).  """,
551,astang_hriday_1_27-2559,त्यक्तद्रवत्वं पाकादि-कर्मणाऽनलशब्दितम्। पचत्यन्नं विभजते सारकिट्टौ पृथक् तथा॥ तत्रस्थमेव पित्तानां शेषाणामप्यनुग्रहम्। करोति बलदानेन पाचकं नाम तत्समृतम्॥,"""[Fire], called *anala*, has relinquished its fluidity through processes like cooking.  It digests food and separates the essence (*sāra*) and waste (*kiṭṭa*) distinctly.  Remaining there, it also supports the other *pittas*  by giving strength; it is known as *pācaka* (digestive fire).  """,
552,astang_hriday_1_27-2565,आमाशयाश्रयं पित्तं रञ्जकं रसरञ्जनात्। बुद्धिमेधाभिमानाद्यैरभिप्रेतार्थसाधनात्॥,"""*Pitta*, residing in the stomach, is *rañjaka* because it colors the *rasa*. Intellect (buddhi) [is that] by which the desired object is accomplished, [such as] intelligence, memory, and pride.  """,
553,astang_hriday_1_27-2569,साधकं हृद्गतं पित्तं रूपालोचनतः स्मृतम्। दृक्स्थमालोचकं	त्वक्स्थं भ्राजकं भ्राजनात्त्वचः॥,"""*Sādhaka* *pitta* located in the heart is known from the observation of form (rūpa). That which is located in the eye is *ālocaka*; that which is located in the skin is *bhrājaka*, from the shining of the skin.  """,
554,astang_hriday_1_27-2573,श्लेष्मा तु पञ्चधा उरः स्थः स त्रिकस्य स्ववीर्यतः। हृदयस्यान्नवीर्याच्च तत्स्थ एवाम्बुकर्मणा॥,"""The phlegm, however, is fivefold. Situated in the chest, it [supports] the three vital principles (trika) through its own power. From the power of food, it is situated in the heart and performs the function of water.  """,
555,astang_hriday_1_27-2577,कफधाम्नां च शेषाणां यत्करोत्यवलम्बनम्। अतोऽवलम्बकः श्लेष्मा	यस्त्वामाशयसंस्थितः॥,"""That which provides support to the remaining Kapha sites; therefore, the Śleṣma which is situated in the stomach is called Avalambaka.  """,
556,astang_hriday_1_27-2581,क्लेदकः सोऽन्नसङ्घात-क्लेदनात् रसबोधनात्। बोधको रसनास्थायी शिरः संश्तोऽक्षतर्पणात्।17।।,"""*kledakaḥ* [is so called] because it moistens the mass of food and causes a sensation of taste.  *bodhakaḥ* [is so called] because it abides in the tongue, alleviates the head, and satisfies the eyes.  """,
557,astang_hriday_1_27-2585,तर्पकः	सन्धिसंश्लेषाच्छ्लेषकः सन्धिषु स्थितिः। इति प्रायेण दोषाणां स्थानान्यविकृतात्मनाम्॥,"""*Tarpaka*: Because of the adhesion and cohesion of joints, *śleṣaka* is the maintenance of the joints.  Thus, generally, these are the locations of the faults of those whose nature is not distorted.  """,
558,astang_hriday_1_27-2589,व्यापिनामपि जानीयात्कर्माणि च पृथक्पृथक्। उष्णेन युक्ता रूक्षाद्या वायोः कुर्वन्ति सञ्चयम्॥,"""Even though pervasive, one should know their actions separately. Dry foods, etc., combined with heat, cause an accumulation of vāyu.  """,
559,astang_hriday_1_27-2593,शीतेन कोपमुष्मेन शमं स्निग्धादयो गुणाः। शीतेन युक्तास्तीक्ष्णाद्याश्चयं पित्तस्य कुर्वते॥,"""Coldness aggravates [it], heat alleviates [it]; unctuousness and other qualities [pacify it]. Qualities such as sharpness, combined with coldness, increase pitta.  """,
560,astang_hriday_1_27-2597,"उष्णेन कोपं, मन्दाद्याः शमं शीतोपसंहिताः। शीतेन युक्ताः स्निग्धाद्याः कुर्वते श्लेष्मणश्चयम्॥","""Heat provokes anger, while mild [substances] and those combined with cooling [properties] alleviate it. Those combined with cold and unctuous [substances] cause an accumulation of *śleṣma* (phlegm).  """,
561,astang_hriday_1_27-2601,"उष्णेन कोपं, तेनैव गुणा रूक्षादयः शमम्। चयो वृद्धिः स्वधाम्न्येव प्रद्वेषो वृद्धिहेतुषु॥","""Anger is [pacified] by heat (_uṣṇena_), and by that same [heat], qualities like roughness (_rūkṣa_) are calmed.  Accumulation (_cayaḥ_) [leads to] increase in one's own abode (_svadhāmni eva_), and aversion (_pradveṣaḥ_) [leads to] increase in the causes of increase.  """,
