refno,type,text
vetalkatha_vetalkatha_L1588,prose,जयगुप्तस्य प्रयत्नतः श्रीकान्तवीराङ्गयोः मैत्री स्थापिता जाता।
vetalkatha_vetalkatha_L1589,prose,त्रयः  अपि कुटुम्बाः वज्रपुरम् गत्वा चक्रिणा अमिलत्।
vetalkatha_vetalkatha_L1590,prose,चक्री स्वस्य कथाम् अश्रावयत्।
vetalkatha_vetalkatha_L1591,prose,"तदा तस्य माता अवदत् - ""भवता महता परिश्रमेण प्रगतिः साधिता।"
vetalkatha_vetalkatha_L1592,prose,तत् तु सन्तोषाय।
vetalkatha_vetalkatha_L1593,prose,किन्तु भवतः एषा वस्त्रक्षालनवृत्तिः मह्यम् न रोचते।
vetalkatha_vetalkatha_L1594,prose,"भवान् स्वस्य रत्नवणिक्पुत्रत्वम् न विस्मरेत्"" इति।"
vetalkatha_vetalkatha_L1595,prose,"पार्श्वे एव स्थिता विमला अपि चक्रिणम् उक्तवती - ""यस्याम् वृत्तौ श्रमस्य एव भागः अधिकः ताम् वृत्तिम् अहम्  अपि न इच्छामि।"
vetalkatha_vetalkatha_L1596,prose,यदि भवान् एताम् वृत्तिम् न परित्यजेत् तर्हि अहम् भवतः परिणयम् न अङ्गीकुर्याम्।
vetalkatha_vetalkatha_L1597,prose,"अतः अहम् आवश्यकी उत वृत्तिः इति भवान् निर्णयतु"" इति।"
vetalkatha_vetalkatha_L1598,prose,"तदा चक्री क्रोधेन अवदत् - ""या मम वृत्तौ आदरवती न, ताम् अहम् परिणेतुम् न इच्छामि।"
vetalkatha_vetalkatha_L1599,prose,"एषः  एव मम स्पष्टः निर्णयः"" इति।"
vetalkatha_vetalkatha_L1600,prose,"एतत् श्रुत्वा जयगुप्तः चक्रिणः स्कन्धे हस्तम् स्थापयित्वा अवदत् - ""वत्स! मम तृतीया पुत्री भवता सह वस्त्रक्षालनाय सज्जा अस्ति।"
vetalkatha_vetalkatha_L1601,prose,"किम् भवान् ताम् परिणेतुम् अर्हेत्?"" इति।"
vetalkatha_vetalkatha_L1602,prose,"वेतालः एवम् कथाम् समाप्य अवदत् - ""राजन्! चक्री प्रेयस्याः विमलायाः निमित्तम्  एव गृहम् परित्यज्य गत्वा विविधानि कष्टानि सोढवान्।"
vetalkatha_vetalkatha_L1603,prose,सामान्या वस्त्रक्षालनवृत्तिः अपि तदर्थम् एव तेन आश्रिता आसीत्।
vetalkatha_vetalkatha_L1604,prose,"विमलायाः इच्छायाः अनुसारम् रत्नवाणिज्ये प्रवृत्तिम् प्रदर्श्य सुखेन जीवितुम् अशक्ष्यत् खलु सः? तथापि तेन विमला किमर्थम् निराकृता? कथम् वा सः जयगुप्तस्य पुत्र्याः परिणये मतिम् कृतवान्? मम एतेषाम् प्रश्नानाम् समाधानम् जानन् अपि यदि भवान् न वदेत् तर्हि भवतः शिरः सहस्रधा भग्नम् भवेत्"" इति।"
vetalkatha_vetalkatha_L1605,prose,"तदा मौनेन स्थातुम् अशक्तः त्रिविक्रमः अवदत् - ""काश्चन वृत्तयः आकर्षिकाः न भवन्ति।"
vetalkatha_vetalkatha_L1606,prose,यः जनः ताम् अवलम्बते तस्य प्रतिभायाः आधारेण एव तासु आदरणीयता सिद्धा भवति।
vetalkatha_vetalkatha_L1607,prose,सन्न्यासिनः बोधनस्य कारणतः चक्री वृत्तौ प्रीतिम् प्राप्तवान्।
vetalkatha_vetalkatha_L1608,prose,वस्त्रक्षालनवृत्तिः अधमा न इति प्रमाणीकर्तुम् ऐच्छत् सः।
vetalkatha_vetalkatha_L1609,prose,किन्तु एतत् अजानती विमला तस्याम् वृत्तौ अनादरवती जाता।
vetalkatha_vetalkatha_L1610,prose,अतः चक्री तस्याः परिणयम् निराकृतवान्।
vetalkatha_vetalkatha_L1611,prose,"या वस्त्रक्षालनवृत्तिम् इष्टवती ताम् एव परिणेतुम् सज्जः जातः सः"" इति।"
vetalkatha_vetalkatha_L1612,prose,राज्ञः मौनस्य भङ्गे समर्थः वेतालः ततः अदृश्यः भूत्वा यथापूर्वम् वृक्षस्य शाखाम् अवलम्बितवान्।
vetalkatha_vetalkatha_L1613,title,12. शिवालयः – (06/06)
vetalkatha_vetalkatha_L1614,prose,कृते सङ्कल्पे लेशमात्रम् अपि शैथिल्यम् अनिच्छन् त्रिविक्रमः पुनः अपि वृक्षस्य समीपम् गत्वा शाखायाम् लम्बमानम् शवम् अधः अवतार्य स्कन्धे आरोप्य यथापूर्वम् श्मशानदिशि मौनेन प्रस्थितवान्।
vetalkatha_vetalkatha_L1615,prose,"तदा शवान्तर्गतः वेतालः अवदत् - ""राजन्! भवता स्वस्य लक्ष्यम् ज्ञायते खलु? अथवा किम् तत् विस्मृतम्? भवान् शापग्रस्तः स्यात् इति भावयामि अहम्।"
vetalkatha_vetalkatha_L1616,prose,"इदानीम् वा भवान् लक्ष्यप्राप्तये उचितम् मार्गम् चिनोतु, अन्यथा शिवनामकस्य युवकस्य या दुःस्थितिः अभवत् सा एव भवतः अपि भवेत्।"
vetalkatha_vetalkatha_L1617,prose,सः युवकः सद्गुणैः सम्पन्नः साहसी च आसीत्।
vetalkatha_vetalkatha_L1618,prose,भयम् अपि तस्मात् बिभेति स्म।
vetalkatha_vetalkatha_L1619,prose,एतादृशेन तेन महत् कार्यम् अपि किञ्चन साधितम्।
vetalkatha_vetalkatha_L1620,prose,किन्तु अहङ्कारेण मत्तेन तेन बुद्धिहीनेन फलम् प्राप्तुम् न शक्यम्।
vetalkatha_vetalkatha_L1621,prose,परिश्रमस्य फलस्य प्राप्तिः यदा आसन्ना भवति तदा मूढत्वम् आचरितम् चेत् तत् फलम् हस्तच्युतम् भवेत् एव।
vetalkatha_vetalkatha_L1622,prose,भवतः जागरणाय तस्य युवकस्य कथाम् श्रावयामि।
vetalkatha_vetalkatha_L1623,prose,"श्रद्धया शृणोतु"" इति।"
vetalkatha_vetalkatha_L1624,prose,सुगन्धिपुरनामकस्य ग्रामस्य निकटे उन्नते पर्वते किञ्चन विशालम् मन्दिरम् आसीत्।
vetalkatha_vetalkatha_L1625,prose,किन्तु ग्रामजनैः न ज्ञातम् आसीत् यत् तस्मिन् मन्दिरे कः भगवान् प्रतिष्ठापितः इति।
vetalkatha_vetalkatha_L1626,prose,यतः पर्वतस्य शिखरपर्यन्तम् गमनाय कोऽपि मार्गः न आसीत्।
vetalkatha_vetalkatha_L1627,prose,सर्वत्र विषसर्पाः कण्टकानि गुल्माः च आसन्।
vetalkatha_vetalkatha_L1628,prose,तस्मिन् ग्रामे शिवनामकः युवकः निवसति स्म।
vetalkatha_vetalkatha_L1629,prose,आबाल्यात् भक्तानाम्  कथाम्  श्रुतवान् आसीत् सः।
vetalkatha_vetalkatha_L1630,prose,अध्ययने अपि महती अभिरुचिः आसीत् तस्मिन्।
vetalkatha_vetalkatha_L1631,prose,सः बुद्धिमान् तु आसीत् एव।
vetalkatha_vetalkatha_L1632,prose,तथैव साहसी अपि आसीत् सः।
vetalkatha_vetalkatha_L1633,prose,"बाल्यात् आरभ्य अपि पर्वतस्य उपरि स्थितम् मन्दिरम्, तत्र प्रतिष्ठापितम् भगवन्तम् च द्रष्टुम् तस्य उत्कटा इच्छा आसीत्।"
vetalkatha_vetalkatha_L1634,prose,कदाचित् मातुः समक्षम् सा इच्छा प्रकटिता तेन।
vetalkatha_vetalkatha_L1635,prose,"तदा दिग्भ्रान्ता सती सा अवदत् - ""पुत्र! एतादृशे दुस्साहसे भवतः प्रवृत्तिः मा भवतु।"
vetalkatha_vetalkatha_L1636,prose,अस्माकम् ग्रामस्य शिवालयस्य विरागी तादृशम् प्रयत्नम् कृत्वा काणत्वम् प्राप्तवान्।
vetalkatha_vetalkatha_L1637,prose,"किम् भवता अपि तादृशी गतिः इष्यते? न खलु? अतः अत्र प्रवृत्तिः मा अस्तु भवतः"" इति।"
vetalkatha_vetalkatha_L1638,prose,तदनन्तरदिने एव शिवः विरागिणा मिलित्वा स्वस्य मन्दिरदर्शनेच्छाम् प्रकटितवान्।
vetalkatha_vetalkatha_L1639,prose,"सः विरागी शिवस्य स्कन्धयोः हस्तम् स्थापयित्वा प्रमोदम् प्रकटय्य अवदत् - ""पर्वतस्य शिखरस्य प्राप्तिः असाध्या तु न।"
vetalkatha_vetalkatha_L1640,prose,अहम् अपि तावत् पर्यन्तम् गतवान् आसम्।
vetalkatha_vetalkatha_L1641,prose,किन्तु कस्यचित् यक्षस्य क्रोधस्य कारणीभूतः सन् शापम् प्राप्य अहम् एकाक्षः अभवम्।
vetalkatha_vetalkatha_L1642,prose,तत्र गमनाय कञ्चन उपायम् वदामि।
vetalkatha_vetalkatha_L1643,prose,"यदि भवतः भाग्यम् स्यात् तर्हि उत्तमम् फलम् एव प्राप्नुयात् भवान्"" इति।"
vetalkatha_vetalkatha_L1644,prose,विरागिणः मेलनम् यत् कृतम् तत् माता यथा न जानीयात् तथा जागरूकता आश्रिता आसीत् शिवेन।
vetalkatha_vetalkatha_L1645,prose,ततः सप्ताहानन्तरम् प्रातः सः स्वस्य प्रबलेच्छाम् पूर्णाम् कर्तुम् उद्युक्तः अभवत्।
vetalkatha_vetalkatha_L1646,prose,महाशिवस्य प्रियाणि बिल्वपत्राणि स्वीकृत्य सः प्रस्थितवान् तत् दुर्गमम् स्थानम् प्राप्तुम्।
vetalkatha_vetalkatha_L1647,prose,विरागिणः कथनानुसारम् एकत्र शिलायाः उपरि महाशिवस्य स्वरूपम् दृष्टिगोचरम् जातम्।
vetalkatha_vetalkatha_L1648,prose,"शिवः ताम् प्रतिमाम् प्रणम्य आनीतानि बिल्वपत्राणि तदङ्घ्रितले समर्प्य तम् भक्त्या सम्प्रार्थ्य, एकम् बिल्वपत्रम् शिरसि स्थापितवान्।"
vetalkatha_vetalkatha_L1649,prose,'पत्रमहिम्नः कारणतः दुर्गमे मार्गे कण्टकपीडा सर्पाणाम् बाधा वा न भविष्यति' इति तम् सूचितवान् आसीत् विरागी।
vetalkatha_vetalkatha_L1650,prose,रहस्यम् एतत् महापरिश्रमानन्तरम् विरागी ज्ञातवान् आसीत्।
vetalkatha_vetalkatha_L1651,prose,यावत् अपराह्णः सन्निहितः तावता पर्वतस्य मध्यभागपर्यन्तम् गतम् आसीत् शिवेन।
vetalkatha_vetalkatha_L1652,prose,तावता कस्याञ्चित् शिलायाम् क्रियमाणः शिल्पनिर्माणध्वनिः तेन श्रुतः।
vetalkatha_vetalkatha_L1653,prose,शिवः परिवृत्य तस्याम् दिशि दृष्टिं प्रसारितवान्।
vetalkatha_vetalkatha_L1654,prose,शिवलिङ्गम् उत्किरन्तम् कञ्चन देवपुरुषम् सः तत्र दृष्टवान्।
vetalkatha_vetalkatha_L1655,prose,सः देवपुरुषः अनर्घ्यैः आभूषणैः विभूषितः आसीत्।
vetalkatha_vetalkatha_L1656,prose,शिलायाम् विच्छेदाः भवन्ति स्म तदा तदा।
vetalkatha_vetalkatha_L1657,prose,"शिवः ज्ञातवान् यत् एषः सः एव यक्षः अस्ति, यस्य विषयम् विरागी उल्लिखितवान् आसीत् इति।"
vetalkatha_vetalkatha_L1658,prose,ततः सः मन्दम् मन्दम् उपसर्प्य तम् यक्षम् नमस्कृतवान्।
vetalkatha_vetalkatha_L1659,prose,"यक्षः शिरः उन्नमय्य क्रोधेन तम् पश्यन् - ""साधारणमानवस्य सतः भवतः धैर्यम् कियत्? अत्र आगमनस्य दुस्साहसम् कृतम् भवता।"
vetalkatha_vetalkatha_L1660,prose,किम् भवता ज्ञायते यत् अहम् देवपुरुषः अस्मि इति? भवत्सदृशः एव कश्चित् विरागी अत्र आगत्य मच्छापग्रस्तः अभवत्।
vetalkatha_vetalkatha_L1661,prose,"सामान्याः जनाः अत्र आगत्य अस्माकम् कार्ये विघ्नम् न उत्पादयेयुः इति अतः एव मार्गः कण्टकैः, शिलाखण्डैः, विषसर्पैः च आकीर्णः यथा स्यात् तथा कृतम् अस्माभिः।"
vetalkatha_vetalkatha_L1662,prose,"तथापि भवान् अत्र आगमने कथम् समर्थः जातः? अत्र आगमनेन एव कस्यचित् विरागिणः एकम् नेत्रम् दृष्टिशक्तिहीनम् जातम् इति किम् भवान् न जानाति?"" इति।"
vetalkatha_vetalkatha_L1663,prose,"एतत् श्रुत्वा अपि शिवः अविचलितः सन् धीरतया - ""यक्षश्रेष्ठ! भवत्कारणतः यः शापग्रस्तः अभवत् सः एव उक्तवान् माम् यत् भवन्तः शिवे कियन्तम् निरादरभावम् प्रकटयन्ति इति।"
vetalkatha_vetalkatha_L1664,prose,बहोः कालात् पूर्वम् कश्चन व्याधः मृगयाम् कुर्वाणः अत्र आगत्य लिङ्गाकारिकाम् शिलाम् दृष्ट्वा प्रणम्य पुष्पैः च पूजनम् कृत्वा प्रार्थनाम् कर्तुम् आरभत।
vetalkatha_vetalkatha_L1665,prose,भवन्तः यक्षाः एतत् अवलोक्य - 'अरे मूर्ख! भवान् शिलाम् शिवम् मत्वा प्रणमति खलु! धिक् तव मौढ्यम्।
vetalkatha_vetalkatha_L1666,prose,"महापचारः क्रियते भवता' इति वदन्तः तम् इतः प्रेषितवन्तः, शिलाम् भञ्जितवन्तः च..."" इति यावत् अग्रे किमपि वक्तुम् उद्यतः तावता यक्षः तम् अवरुध्य - ""येषाम् यक्षाणाम् विषये भवान् कथयन् अस्ति तेषु अहम् अपि अन्यतमः अस्मि।"
vetalkatha_vetalkatha_L1667,prose,मम नाम यशोधरः इति।
vetalkatha_vetalkatha_L1668,prose,यदा सः वनवासी इतः धावितः तदनु एव अपमानकारणतः क्रुद्धः महाशिवः गम्भीरस्वरेण अस्मान् अवदत् - 'सः मुग्धः मदीयः भक्तः आसीत्।
vetalkatha_vetalkatha_L1669,prose,तम् इतः गमयद्भिः भवद्भिः महान् अपराधः कृतः।
vetalkatha_vetalkatha_L1670,prose,यस्मिन् स्वरूपे सः माम् पश्यति स्म तत् भञ्जितवन्तः अपि भवन्तः।
vetalkatha_vetalkatha_L1671,prose,अतः अस्य अपचारस्य उपशमनाय अस्मिन् पर्वते भव्यम् एकम् मन्दिरम् निर्माय गर्भगृहे मदीया तादृशी प्रतिमा भवद्भिः प्रतिष्ठापनीया यस्याम् कापि न्यूनता न स्यात्।
vetalkatha_vetalkatha_L1672,prose,एतत् कार्यम् निःस्वार्थम् मम भक्तः एव साधयितुम् शक्नुयात्।
vetalkatha_vetalkatha_L1673,prose,"यावत् कार्यसिद्धिः न भविष्यति तावत् भवन्तः एतम् पर्वतम् त्यक्त्वा स्वलोकम् गन्तुम् न अर्हन्ति' इति"" इति उक्तवान्।"
vetalkatha_vetalkatha_L1674,prose,"एतत् श्रुत्वा शिवः आश्चर्यम् प्रकटयन् पृष्टवान् - ""यक्षोत्तम! लोपरहितम् लिङ्गम् निर्मातुम् तावत् कष्टम् किम्?"" इति।"
vetalkatha_vetalkatha_L1675,prose,"तदा स्वस्य असहायकताम् प्रकटयन् यक्षः अवदत् - ""मन्दिरनिर्माणम् तु कृतम्।"
vetalkatha_vetalkatha_L1676,prose,किन्तु लोपरहितस्य लिङ्गस्य निर्माणम् अशक्यम् इति प्रतिभाति।
vetalkatha_vetalkatha_L1677,prose,"भवता अपि दृश्यते खलु – मया उत्कीर्यमाणे एतस्मिन् शिवलिङ्गे कियन्तः विच्छेदाः सन्ति इति"" इति।"
vetalkatha_vetalkatha_L1678,prose,शिवः यक्षेण उत्कीर्यमाणम् भगवतः शिवस्य लिङ्गम् सकृत् अपश्यत्।
vetalkatha_vetalkatha_L1679,prose,"ततः सः अञ्जलिबद्धः सन् शिवम् प्रार्थितवान् - ""हे भगवन्! महादेव! अहम् भवतः भक्तः साधारणः कश्चित् मानवः।"
vetalkatha_vetalkatha_L1680,prose,मद्ग्रामीणाः बहवः भक्ताः भवत्पूजाम् कर्तुम् नितराम् समुत्सुकाः सन्ति।
vetalkatha_vetalkatha_L1681,prose,"अतः अहम् भक्त्या प्रार्थये यत् कस्यापि हस्तक्षेपम् विना स्वयम् एव भवान् प्रतिष्ठापितः भवतु मन्दिरे इति"" इति।"
vetalkatha_vetalkatha_L1682,prose,अनुक्षणम् क्षतग्रस्तम् तत् शिवलिङ्गम् दिव्यकान्त्या भासमानम् सत् गर्भगृहम् प्रविश्य स्वयम् एव प्रतिष्ठितम् अभवत्।
vetalkatha_vetalkatha_L1683,prose,शिवः यक्षः च मन्दिरदिशि धावितवन्तौ।
vetalkatha_vetalkatha_L1684,prose,अचिरात् एव पर्वते विद्यमानाः सर्वे अपि यक्षाः मन्दिरे सत्वरम् उपस्थाय शिवलिङ्गस्य अभिषेकम् कृतवन्तः।
vetalkatha_vetalkatha_L1685,prose,तदनन्तरम् यशोधनः अन्यान् यक्षान् प्रवृत्तम् सर्वम् अवदत्।
vetalkatha_vetalkatha_L1686,prose,सर्वे महत् आश्चर्यम् प्रकटितवन्तः।
vetalkatha_vetalkatha_L1687,prose,"ततः सः यक्षः शिवम् अवदत् - ""शिववर्य! भगवति भवतः भक्तिः अपूर्वा अस्ति।"
vetalkatha_vetalkatha_L1688,prose,"यक्षाणाम् अस्माकम् वासः अत्र उचितः न, शास्त्रसम्मतः अपि न।"
vetalkatha_vetalkatha_L1689,prose,भवान् भगवतः प्रीतेः पात्रम्।
vetalkatha_vetalkatha_L1690,prose,"अतः अद्य आरभ्य अस्य मन्दिरस्य पूजादिदायित्वम् भवता एव निर्वोढव्यम् इति अस्माकम् प्रार्थना"" इति।"
vetalkatha_vetalkatha_L1691,prose,"एतत् निराकुर्वन् शिवः - ""मयि भवद्भिः यः आदरः प्रदर्श्यमानः अस्ति तदर्थम् अहम् कृतज्ञताम् प्रकटयामि।"
vetalkatha_vetalkatha_L1692,prose,भवद्भिः निर्मितस्य एतस्य मन्दिरस्य दर्शनभाग्यम् सर्वेषाम् भवतु इति मम अपेक्षा।
vetalkatha_vetalkatha_L1693,prose,तथैव भवताम् कारणतः एकाक्षताम् गतः विरागी पूर्वस्थितिम् यदि प्राप्नुयात् तर्हि वरम् भवेत्।
vetalkatha_vetalkatha_L1694,prose,किन्तु भवताम् अपेक्षानुगुणम् मन्दिरदायित्वम् निर्वोढुम् अहम् न इच्छामि।
vetalkatha_vetalkatha_L1695,prose,"इतः मम निर्गमनम् अनुमन्यताम्"" इति उक्त्वा ततः प्रस्थितः एव।"
vetalkatha_vetalkatha_L1696,prose,"एवम् कथाम् श्रावयित्वा वेतालः अवदत् - ""महाराज! ते यक्षाः मन्दिरे शिवलिङ्गप्रतिष्ठापनम् कर्तुम् अशक्ताः आसन्।"
vetalkatha_vetalkatha_L1697,prose,किन्तु तत् कार्यम् शिवेन साधितम्।
vetalkatha_vetalkatha_L1698,prose,किन्तु मन्दिरदायित्वनिर्वहणम् यदा प्रार्थितम् तदा शिवः तत् तिरस्कृतवान्।
vetalkatha_vetalkatha_L1699,prose,"मया शिवलिङ्गप्रतिष्ठापनम् कृतम् इति अतः अहम् महात्मा अस्मि इति किम् सः अमन्यत? अथवा तस्मिन् अवसरे तस्य बुद्धिशक्तिः किम् शिथिला अभवत्? कदाचित् तस्मिन् स्वार्थः कोऽपि किम् उद्भूतः स्यात्? मम एतेषाम् प्रश्नानाम् समीचीनम् उत्तरम् जानता अपि भवता यदि उत्तरम् न दीयेत तर्हि भवतः शिरः सहस्रधा भग्नम् भवेत्"" इति।"
vetalkatha_vetalkatha_L1700,prose,"तदा त्रिविक्रमः अवदत् - ""शिवः बाल्यात् आरभ्य अपि भक्तानाम् कथाः शृणोति स्म।"
vetalkatha_vetalkatha_L1701,prose,शास्त्राणाम् अध्ययने अपि महती आसक्तिः तस्य आसीत् एव।
vetalkatha_vetalkatha_L1702,prose,किन्तु सः धीरः अपि आसीत् इत्यतः पर्वतारोहणे समर्थः अभवत्।
vetalkatha_vetalkatha_L1703,prose,पर्वतम् गतः सः यक्षेण सह महता धैर्येण व्यवहृत्य निष्कल्मषभक्त्या शिवम् सम्प्रार्थ्य लिङ्गस्य प्रतिष्ठापनस्य कारणम् जातः।
vetalkatha_vetalkatha_L1704,prose,गभीरम् आध्यात्मिकज्ञानम् प्राप्तुम् तस्य मानसे इच्छा आसीत् एव।
vetalkatha_vetalkatha_L1705,prose,अतः सः मन्दिरदायित्वनिर्वहणम् गौणम् अमन्यत।
vetalkatha_vetalkatha_L1706,prose,एतादृशप्रवृत्तिमत्सु मानवेषु बुद्धेः शिथिलता स्वार्थभावना वा कदापि न भवति।
vetalkatha_vetalkatha_L1707,prose,मन्दिरे शिवदर्शनप्राप्त्यनन्तरम् ततः निर्गमनम् शिवस्य आध्यात्मिकोन्नतिशिखरस्य आरोहणस्य प्रथमम् सोपानम्।
vetalkatha_vetalkatha_L1708,prose,"तस्य प्रयासः लोकहितसम्बद्धः उत्तमः च।"" इति।"
vetalkatha_vetalkatha_L1709,prose,एवम् राज्ञः मौनभङ्गम् कर्तुम् समर्थः वेतालः ततः अदृश्यः भूत्वा पुनरपि यथापूर्वम् वृक्षस्य शाखाम् अवलम्बितवान्।
vetalkatha_vetalkatha_L1710,title,13. राज्ञः स्नुषा (07/06)
vetalkatha_vetalkatha_L1711,prose,अङ्गीकृतम् कार्य कथमपि परित्यक्तुम् अनिच्छन् त्रिविक्रमः पुनरपि वृक्षस्य समीपम् गत्वा शाखायाम् लम्बमानम् शवम् स्कन्धे आरोप्य यथापूर्वम् मौनेन श्मशानम् प्रति प्रस्थितवान्।
vetalkatha_vetalkatha_L1712,prose,"तदा शवान्तर्गतः वेतालः अवदत् - ""अये राजन्! अभीष्टस्य साधनाय भवान् महान्तम् प्रयत्नम् करोति यत् तत् तु श्लाघार्हम् एव।"
vetalkatha_vetalkatha_L1713,prose,"किन्तु एतद् अत्र स्मर्तव्यम् यत् केवलेन श्रमेण, केवलया सहनया च कार्यम् न सिद्ध्यति इति।"
vetalkatha_vetalkatha_L1714,prose,कार्यसिद्धये विवेकः लोकज्ञानम् च आवश्यके।
vetalkatha_vetalkatha_L1715,prose,वाक्चातुर्यम् अपि अत्र उपकरोति।
vetalkatha_vetalkatha_L1716,prose,एते गुणाः आत्मनि सन्ति उत न इति भवता स्वयम् निर्णेतव्यम्।
vetalkatha_vetalkatha_L1717,prose,अत्र उपकाराय तिसृणाम् राजस्नुषाणाम् कथाम् अहम् श्रावयामि।
vetalkatha_vetalkatha_L1718,prose,"ताम् श्रद्धया शृणोतु, येन मार्गायासपरिहारः अपि भवेत्"" इति।"
vetalkatha_vetalkatha_L1719,prose,अनन्तरम् वेतालेन कथा आरब्धा –
vetalkatha_vetalkatha_L1720,prose,महेन्द्रपुर्याः राजा महेन्द्रवर्मा।
vetalkatha_vetalkatha_L1721,prose,विवाहानन्तरम् महान् कालः अतीतः चेदपि तेन अपत्यम् किमपि न प्राप्तम्।
vetalkatha_vetalkatha_L1722,prose,"सन्तानप्राप्त्यर्थम् राजा राज्ञी च विविधानि व्रतानि अनुष्ठितवन्तौ, बहूनि तीर्थक्षेत्राणि गतवन्तौ च।"
vetalkatha_vetalkatha_L1723,prose,तथापि अपत्यम् तु न प्राप्तम्।
vetalkatha_vetalkatha_L1724,prose,अन्ते तौ निर्णीतवन्तौ यत् सन्तानप्राप्तिभाग्यम् आवयोः ललाटे लिखितम् न अस्ति इति।
vetalkatha_vetalkatha_L1725,prose,एवम् स्थिते कदाचित् राज्ञी रात्रौ कञ्चित् स्वप्नम् दृष्टवती।
vetalkatha_vetalkatha_L1726,prose,स्वप्ने तया पञ्चमुखः सर्पः दृष्टः।
vetalkatha_vetalkatha_L1727,prose,"सर्पः राज्ञीम् अवदत् - ""भवती मम मन्दिरस्य पुरतः कृष्णशिलया नागप्रतिमाम् निर्माप्य प्रतिष्ठापयतु।"
vetalkatha_vetalkatha_L1728,prose,"चत्वारिंशद्दिनानि यदि भवती ताम् प्रतिमाम् क्षीरेण अभिषिञ्चेत् तर्हि भवत्या सन्तानः प्राप्स्यते"" इति।"
vetalkatha_vetalkatha_L1729,prose,"प्रातः जागरणम् प्राप्य राज्ञी राजानम् स्वप्नवृत्तान्तम् निवेद्य अवदत् - ""अस्माकम् इष्टदेवः यथा उक्तवान् तथा करवाम"" इति।"
vetalkatha_vetalkatha_L1730,prose,ततः सप्ताहाभ्यन्तरे एव राजा राज्ञी च पर्वतस्य उपरि नागेन्द्रमन्दिरस्य प्राङ्गणे नागप्रतिमाम् प्रतिष्ठापितवन्तौ।
vetalkatha_vetalkatha_L1731,prose,श्रद्धया भक्त्या च क्षीरेण तौ तस्याः प्रतिमायाः अभिषेकम् कृतवन्तौ।
vetalkatha_vetalkatha_L1732,prose,चत्वारिंशत्तमे दिने कश्चन विचित्रः जनः तयोः समीपम् आगतः।
vetalkatha_vetalkatha_L1733,prose,"सः कृशः, उन्नतः, कृष्णवर्णीयः च आसीत्।"
vetalkatha_vetalkatha_L1734,prose,इतःपूर्वम् कुत्रापि न दृष्टः आसीत् सः।
vetalkatha_vetalkatha_L1735,prose,"सः स्वस्य स्यूततः त्रीणि आम्रफलानि निष्कास्य राज्ञ्यै दत्त्वा अवदत् - ""मन्दिरस्य अन्तः गत्वा एतानि फलानि भवती खादतु।"
vetalkatha_vetalkatha_L1736,prose,"तेन भवत्या सुन्दराः त्रयः पुत्राः प्राप्स्यन्ते"" इति।"
vetalkatha_vetalkatha_L1737,prose,राज्ञी भक्त्या श्रद्धया च तानि स्वीकृत्य नेत्राभ्याम् स्पर्शम् कारितवती।
vetalkatha_vetalkatha_L1738,prose,तस्य पुरुषस्य आदेशाम् शिरसा वहन्ती सा मन्दिरस्य अन्तः गत्वा तानि फलानि खादितवती अपि।
vetalkatha_vetalkatha_L1739,prose,नवानाम् मासानाम् अनन्तरम् तया त्रयः पुत्राः प्राप्ताः।
vetalkatha_vetalkatha_L1740,prose,तेषाम् नाम कृतम् – जयः विजयः अजयः च इति।
vetalkatha_vetalkatha_L1741,prose,महत्या प्रीत्या तान् पोषितवन्तौ राजा राज्ञी च।
vetalkatha_vetalkatha_L1742,prose,त्रयः अपि राजकुमाराः सौन्दर्येण बुद्धिमत्तया पराक्रमेण च समानाः आसन्।
vetalkatha_vetalkatha_L1743,prose,विंशतितमम् वर्षम् यावत् प्राप्तम् तावता ते सर्वासु विद्यासु पारङ्गताः जाताः।
vetalkatha_vetalkatha_L1744,prose,समाने एव मुहूर्ते त्रयाणाम् अपि विवाहः निर्वर्तितः राज्ञा।
vetalkatha_vetalkatha_L1745,prose,तिस्रः स्नुषाः अपि सामन्तकुले जाताः।
vetalkatha_vetalkatha_L1746,prose,गच्छता कालेन राज्ञः स्वास्थ्यम् विनष्टम्।
vetalkatha_vetalkatha_L1747,prose,वार्धक्यकारणतः सः शक्तिहीनः जातः।
vetalkatha_vetalkatha_L1748,prose,राजवैद्यः अवदत् यत् एतस्य स्वास्थ्ये विशेषप्रगतिः न भविष्यति इति।
vetalkatha_vetalkatha_L1749,prose,अतः राज्ञः पुरतः समस्या उद्भूता यत् कः राजपदे नियोक्तव्यः इति।
vetalkatha_vetalkatha_L1750,prose,यतः त्रयः अपि सामर्थ्येन बुद्धिमत्तया पराक्रमेण च समानाः एव आसन्।
vetalkatha_vetalkatha_L1751,prose,राजा बहुधा विचिन्त्य अपि कमपि परिहारमार्गम् अप्राप्य तत् दायित्वम् मुख्यमन्त्रिणे चन्द्रशेखराय दत्तवान्।
vetalkatha_vetalkatha_L1752,prose,अनन्तरदिने एव प्रधानमन्त्रिणा युवराजेभ्यः विविधाः परीक्षाः आयोजिताः।
vetalkatha_vetalkatha_L1753,prose,विशेषतया राजनीतिविषये परीक्षा कृता तेन।
vetalkatha_vetalkatha_L1754,prose,किन्तु तासु परीक्षासु त्रिभिः अपि समाना एव प्रतिभा दर्शिता।
